"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"FRA",31,333,7925,429,776,2989,555,26,7161,2616,91,114,51323,1679,599,394,1152,89,160,749,171,11,419,10828,9,39,24,119,3990,30600,23742,194,2891,6599,5254,5559,3464,5338,2555,2275,1841,443,297,0,398,2916,46708,348,2686,2292,95665,888,2905,37,68,176297,221,389,1006,10,0,0,2934,50289,143,779,1616,8869,252,779,2157,2993,1,203,6295,1,13,2885,316,1225,3498,3029,550,3386,5785,3003,538,236,11213,65959,79,227,5950,113,94,34,68631,0,4954,474,6235,4013,927,643,55,3037,1,215,10907,269,181,80140,102,6567,10,5734,7468,5352,175,82,91,17,129,1062,8006,4655,11,2257,1603,273,5716,262,436,86,10386,1606,78,1268,98,1905,269,1513,1382,12,24763,873,26,131033,360,86,5078,160,10299,3370,3370,249,339,119,8211,1013,0,116,118,146,2150,0,34,32,2385,789,2917,1,49,1461,515,1942,8871,10,31,30,15,64,34228,32696,102,74,1057,459,106967,67,10,2178,3,14534,30,8,99,5397,74,31
"FSM",0,0,0,0,3,7,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,15,0,0,2,4,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,2,0,2,0,0,0,361,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5377,0,12,3,0,0,1,0,0,2,0,0,0,2,1,1,0,19,0,0,0,1,0,31,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,9,0,0,1,0,58,0,0,29,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,7393,0,0,0,0,1,0,2,0,1,0,0
"GAB",0,0,199,0,0,0,0,0,18,7,0,5,133,2727,332,0,2,0,0,0,0,0,0,1,0,0,0,0,1,317,65,0,2,21,399,2510,398,1190,0,0,21,0,0,0,0,0,117,0,2,0,6,0,0,0,0,542,0,0,0,0,3700,0,0,89,0,366,287,1,22,2,29903,26,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,0,2,88,0,0,3,0,0,0,0,0,12,0,0,107,4,1,0,0,0,0,0,0,0,34,0,0,0,2,0,2913,0,0,0,0,0,16,1,0,0,0,0,6,0,27,1314,0,39,0,0,0,0,0,0,0,1,0,1,1,9,85,0,0,0,0,1,0,1,8,2,3,1232,0,0,5,0,0,0,0,626,0,0,2,4,0,0,1,344,1432,0,0,0,0,0,0,12,0,6,1,0,0,57,0,0,0,0,0,0,0,0,43,3,0
"GBR",93,777,455,163,2101,800,30,766,231147,3222,33,73,7689,19,20,19453,893,447,432,330,266,251,246,3322,3174,647,8,570,25,105164,7515,10117,806,14028,209,206,487,169,1405,4,34,362,84,0,18842,1860,44485,42,6300,388,895,635,2823,288,0,65198,199,511,1672,258,26905,0,13,0,52,5335,159,58,232,20,11,4650,486,46,17,3,1775,20867,205,466,13,3628,1459,50325,79799,4478,2463,354,6224,13983,15696,432,9111,68,10626,17,1108,7,2201,1217,30,1052,983,1404,981,4531,20,335,1365,418,233,1169,29,53,20,6074,81,9,4956,1134,41,14,207,2,46,2649,1054,9420,1,360,14,9,7399,31,13575,4609,339,42715,560,30374,202,585,26771,203,8679,1396,65,6797,111,67,31,374,19,585,1489,113,1071,592,43,13556,18,1353,40,2220,452,0,5,39,2679,177,5128,48,219,340,14,45,1932,46,8,136,7,3090,301,10474,2211,4463,867,151,272018,49,579,733,52,5635,13,22,714,74109,1924,4146
"GEO",0,75,0,1,2,80,33618,0,575,1246,30458,0,135,0,0,0,158,0,1,0,8314,0,4,6,0,0,0,0,0,731,512,0,10,109,0,0,0,3,6,0,3,13,0,0,5713,533,32144,0,149,10,0,12,2,0,0,932,1457,0,1772,0,880,0,0,1107,0,0,10,0,0,0,0,54580,0,0,0,0,0,94,1,2,0,437,0,2,691,3,0,22,11775,696,0,5,179,2192,0,3486,5,0,284,1,0,4,1,7,0,0,0,458,0,2754,10,0,901,0,0,49,4,0,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,570,184,0,49,0,0,6,4,4,0,327,0,1,439,1,0,0,0,0,54,450252,0,0,0,0,17,0,1,0,0,29,0,0,0,217,33,128,0,0,0,0,0,2,633,212,0,0,0,0,5075,0,0,55215,0,21196,2052,0,13,0,1,0,0,0,67,0,0
"GHA",0,0,0,0,0,0,0,12,807,233,0,0,377,9825,9615,0,1,0,29,0,0,0,0,1,0,0,0,0,4,7616,605,0,11,16,15559,8,2,77,0,0,42,0,0,0,15,12,6173,0,417,0,1,6,23,0,0,826,0,2,122,0,1651,0,1968,17895,0,0,559,0,2,1,0,53,0,0,0,0,0,1,0,0,0,38,0,52,394,0,0,8,3,5259,0,4,594,0,1,0,0,0,0,0,0,50,16437,50,9,1,10,0,0,0,0,0,0,0,0,0,0,631,2,0,0,0,0,20,0,0,0,0,0,23,0,3274,23396,0,3639,187,0,1,0,5,0,0,5,0,13,0,0,40,0,0,0,0,0,0,35,19,1,2,152,0,0,446,0,0,3,0,0,0,9,2,230,0,0,4,1,57159,0,0,0,0,0,0,0,52,1,0,0,0,35740,0,0,7,0,0,0,0,0,392,20,0
"GIN",0,0,30,0,0,0,0,0,10,27,0,0,138,373,70,1,1,0,0,0,0,0,0,37,0,0,0,0,1,231,97,0,2,29,16582,0,0,8,0,0,23,0,8,0,0,2,318,0,11,1,0,0,13,0,76,700,0,0,4,0,1203,0,307,199,0,292,0,2,3741,759,1,5,0,0,2,0,0,2,0,0,0,8,0,0,26,0,0,1,4,155,0,0,20,1,0,0,0,0,20,0,0,0,394293,2,0,0,0,0,2,0,0,71,0,0,0,3,0,3085,0,0,0,0,0,299,2,0,0,0,1,9,2,222,440,0,140,7,0,0,0,0,0,0,3,0,3,0,0,105,0,0,1,0,2,0,100,0,74,0,4449,0,0,34863,0,0,1,0,0,0,1,1,26,3,0,3,1,550,1,0,0,0,0,0,0,2,0,0,11,0,2501,1,0,0,0,0,0,0,0,12,0,0
"GLP",12,0,0,0,0,4,0,41,13,1,0,0,48,0,0,0,0,0,101,0,0,0,0,13,1,0,0,0,2,395,26,0,7,2,0,1,0,1,0,0,0,2,0,0,0,0,38,0,1,1291,13,0,0,0,0,129,0,0,0,0,5270,0,1,80,0,0,0,0,0,0,0,8,1,0,1077,0,8,0,1,0,1381,0,0,14,1,0,0,0,3,29,1,0,2,0,0,0,0,0,1,0,0,17,0,0,65,0,0,0,3,0,0,1,0,1,0,11,0,0,0,0,0,0,0,0,2599,0,0,0,0,0,3,0,0,0,65,1,0,0,0,0,17,0,1,0,4,119,0,41,0,0,2,0,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,1,27,0,0,0,0,4220,0,0,2,10,0,0,0,0,1,0,0
"GMB",0,0,12,0,0,0,0,0,36,229,0,0,107,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,298,348,0,2,0,3615,0,0,12,0,0,17,0,0,0,0,4,1587,0,367,0,0,11,7,0,15,5514,0,0,153,0,959,0,32,3165,0,55,14755,0,0,1643,0,22,0,0,0,0,0,0,0,0,0,8,0,0,68,0,0,4,0,601,0,0,0,0,0,0,0,0,0,0,0,0,3600,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1064,0,0,0,0,0,314,0,0,0,0,0,46,0,7,8,0,192,553,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0,10682,0,0,4499,0,0,0,0,0,0,0,2,1539,0,0,0,0,449,0,0,0,0,0,0,1,0,0,0,0,0,6171,0,0,0,0,0,0,0,0,2,0,0
"GNB",0,0,28,0,0,0,0,0,23,26,0,0,93,0,60,0,2,0,0,0,0,0,0,11,0,0,0,0,0,109,150,0,1,1,650,0,0,127,0,0,1019,1,0,0,0,4,58,0,26,1,0,1,32,0,473,1697,0,0,3,0,5890,0,316,332,0,4,3910,0,5067,0,0,5,0,0,0,0,0,2,1,0,0,5,0,0,5,0,0,0,1,909,1,0,0,0,0,0,0,0,3,0,0,0,5814,76,0,0,0,0,19,0,0,18,0,0,0,37,0,75,0,0,0,0,0,185,0,0,0,0,0,1,0,29,1,4,119,12,0,0,0,0,0,0,3,0,1,11,0,17798,0,0,0,0,0,0,126,0,0,0,4603,0,0,136,0,0,0,0,0,0,0,1,49,0,0,0,0,62,1,0,0,0,0,1,7,2,0,0,0,0,563,0,0,1,0,0,0,0,0,41,3,0
"GNQ",0,0,2,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,20,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,0,131,0,3062,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRC",24,45,19,32026,146,354,1112,34,20218,717,172,6,2972,3,1,737,2686,17,15,40,515,16,14,939,21,14,0,3,16,12519,1161,35,155,270,16,35,93,42,121,0,8,126,26,0,15260,825,51692,2,534,188,38,136,2580,9,96,3295,61,274,237,1,3583,0,11,8601,3921,66,69,19,5,0,12,0,1,4,17,5,11,404,179,66,14,427,32,821,1277,283,724,52,979,4361,100,199,320,1557,39,50,163,0,658,76,1,404,153,319,16,100,0,35,230,342,6,82,822,16,1,5769,849,2,70,4,0,1,5,0,15,7,0,251,4,3,13,7,199,5,1790,322,2,421,3,1019,130,50,1859,2,3250,1796,37,390,22,65,14,28,14,1988,20673,11,141,114,6,81,1,44,3,5,335,0,0,5,309,41,2220,1,3,632,3,9,215,16,2289,1,0,94,51,13917,25,15,2313,17,39130,573,13,256,2,166,0,3,6,2716,21,17
"GRD",21,0,0,0,0,2,0,23,19,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,66,0,0,0,0,1173,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,542,0,0,0,0,0,0,0,1971,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,4662,0,58,39,75,0,0,0,0,0,0,0
"GTM",1,0,0,4,1,161,0,3,744,70,0,0,1487,0,0,0,2,0,5,0,0,10121,70,209,1,0,0,0,1,9769,265,0,157,74,0,0,0,0,280,0,1,1185,59,0,3,6,224,0,91,369,0,150,7,0,0,2013,1,0,14,0,591,0,0,416,1,0,1,1,0,0,1,13,0,0,3,0,1,48,4776,0,3,16,4,0,121,2,1,16,31,827,182,1,21,0,0,0,3,0,186,0,0,4,10,1,6,0,0,0,2,1,2,0,0,0,0,6767,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1205,200,142,0,9,0,2,502,87,323,0,1,595,0,45,9,5,1,0,1,0,1,0,3,0,0,10,0,0,13713,0,1,0,0,0,5,1,357,0,0,7,0,0,19,0,0,0,0,11,0,6,0,0,0,13,394235,0,0,212,0,6,0,0,0,19,0,0
"GUF",4,0,0,0,0,1,0,8,9,0,0,0,20,0,0,6,0,0,5,0,0,0,2,1133,7,0,0,0,1,82,5,0,3,209,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,46,11,0,0,0,0,34,0,0,0,0,2143,0,0,168,0,0,0,371,0,0,0,2,2,2,0,0,211,0,0,0,1388,0,0,0,3,0,0,0,1,15,3,0,67,0,0,0,0,0,0,0,107,0,0,0,299,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,778,0,0,0,0,0,1,0,0,0,579,1,0,0,0,0,0,47,8,0,2,0,1,28,1,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,0,0,0,0,0,0,0,90,0,0,0,0,3,0,1,0,0,0,0,539,0,0,9,4,2,0,0,0,1,0,0
"GUM",4,0,0,17,7,0,0,20,54,1,0,0,2,0,0,0,3,1,0,0,1,10,4,106,4,2,0,0,1,125,1,0,31,424,0,0,0,0,32,0,3,74,0,0,12,12,5,0,15,67,0,76,0,0,0,316,3,0,0,0,2,354,0,34,3,0,3,0,0,0,0,3,0,1,0,0,6,221,117,0,1,39,0,0,69,0,0,7,96,8,58,0,347,0,0,0,35,0,1051,3,0,3,57,0,7,0,0,0,0,6,5,0,0,0,0,4203,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,45,1,0,59,0,0,45,6,4848,0,0,1367,0,41,2,0,0,2,0,0,0,0,12,0,0,40,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,108,0,0,0,0,62,0,1,0,0,0,0,4489,0,1,0,0,85,0,2,0,41,0,0
"GUY",118,0,0,0,0,0,0,2559,64,1,0,0,8,0,0,0,0,0,191,0,0,0,3,712,733,0,0,0,0,17248,9,0,5,56,0,0,0,0,2,0,0,6,0,0,0,0,0,0,19,16,0,0,0,0,0,152,0,0,1,0,3,0,0,1867,0,0,0,20,0,0,0,1,85,0,421,0,0,0,0,0,0,0,0,0,17,0,0,5,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,15,0,0,0,0,3,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,0,0,13,0,0,0,0,0,0,0,0,0,0,1867,0,0,0,0,0,0,80091,0,63,2161,1,0,0,0,0,2,0,0
"HKG",0,0,0,0,26,3,0,0,8389,22,0,0,5,0,0,69,0,3,3,0,0,6,2,3,0,61,0,0,0,25334,60,2,6,218265,0,0,0,0,4,0,0,252,0,0,1,2,168,0,53,1,0,5,1,0,0,44,0,0,2,0,425,1,0,8714,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,2,12280,1449,161,0,0,1,2,72,0,7,1289,1,0,0,519,0,471,12,1,1,0,2,0,46,0,0,0,0,6405,0,0,0,0,3,0,0,1,8,0,0,0,0,0,4,0,1521,0,1,0,0,0,0,100,95,609,1287,2,581,41,1,9111,1,1,2,15,93,0,0,0,15,0,0,21,0,77,0,0,6491,0,0,1,0,0,0,0,1,0,0,59,0,0,0,0,0,1996,0,0,1,0,0,0,7,0,0,2,0,23862,0,0,53,0,1034,0,0,0,81,0,0
"HND",8,0,0,0,0,38,0,1,221,7,0,0,15,0,0,0,0,0,1,0,0,780,37,96,0,0,0,0,0,1955,61,0,64,46,0,0,0,0,108,0,0,26723,46,0,1,1,73,0,19,112,0,75,1,0,0,594,0,0,7,0,79,0,0,91,0,0,0,0,0,0,0,4,0,833,0,0,0,0,0,0,3,2,0,0,5,0,0,1,7,251,31,5,11,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7608,54,20,0,0,0,0,419,45,0,0,0,108,5,1,3,6,0,0,0,0,2,0,0,0,0,0,0,0,5401,0,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,73131,0,0,81,0,0,0,0,0,0,0,0
"HRV",0,0,0,20,0,562,0,1,20035,16563,0,0,107,0,0,1,39,0,0,51976,2,1,38,32,0,0,0,0,3,27501,2541,0,199,13,0,0,0,0,18,0,0,12,0,0,24,639,64544,0,1180,7,0,22,12,0,0,712,1,0,100,0,3529,0,1,4274,1,0,0,3,0,0,2,83,0,0,4,0,0,14,6,0,0,1195,0,0,542,0,0,9,14,14980,3,10,16,0,0,0,2,0,23,0,0,3,4,13,0,0,0,1,179,8,0,0,0,1,0,249,1964,0,51,0,0,0,0,0,3,0,0,2,1,0,3,0,0,0,151,2235,0,1663,0,0,25,32,20,0,451,63,0,101,2,0,3,0,3,527,58,0,0,0,0,4,0,0,0,0,47803,0,0,0,581,18037,4170,0,0,0,0,0,8,0,0,0,0,3,1,1682,0,0,0,1,32733,0,0,132,0,2,0,0,0,243,0,0
"HTI",363,0,0,0,0,61,0,11,36,20,0,0,193,0,0,0,0,0,5502,0,0,10,1,3,0,0,0,0,0,9564,169,0,43,41,0,0,0,0,103,0,0,44,255,0,0,4,130,0,38,54906,0,10,0,0,0,737,0,0,0,0,3110,0,0,62,0,0,0,869,0,0,0,4,0,1,1989,0,0,1,14,0,0,0,0,0,2,0,0,0,0,174,0,0,23,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,2,122,1,0,0,0,0,117,41,0,0,0,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,143302,0,0,486,139,0,0,0,0,0,0,0
"HUN",0,36,8,93,7,228,14,0,4917,2747,13,0,322,3,0,6,215,1,0,138,427,0,8,413,0,2,0,0,1,6512,1442,0,84,554,1,8,2,3,29,0,0,12,49,0,153,650,18527,0,289,14,40,22,53,0,0,361,25,6,431,0,3201,0,0,1974,21,7,5,0,0,1,0,632,0,1,0,0,0,3,1,210,0,0,22,95,543,186,66,20,2094,1007,1,118,113,76,4,25,183,0,164,14,4,74,2,55,0,3,0,24,25,50,0,8,54,2,0,82,2065,1,14,1,1,30,1,0,0,3,0,33,0,1,0,1,52,1,806,380,2,188,1,24,5,19,37,0,579,1,0,67,1,8,0,7,0,15793,11717,0,29,8,1,11,0,1,1,12,917,0,0,0,2862,159,1860,0,0,64,0,1,87,5,2,0,0,1,9,10908,2,2,1268,6,16347,33,0,137,0,200,0,0,20,44,1,1
"IDN",15,21,0,4,10456,61,2,10,10261,101,0,0,302,0,0,10447,8,1078,3,0,2,30,7,319,8,825,1,33,0,8788,317,17,57,25351,52,0,0,0,29,0,2,25,0,0,79,26,1578,0,187,67,194,51,280,1,0,831,3,0,69,1,565,0,0,6555,1,2,3,0,0,0,0,63,0,4,6,2,11,34251,46,0,1,275,0,671,452,0,4,18,284,367,24,1915,9009,13,0,0,697,0,8429,4961,0,957,22,1891,6,9,0,0,8,14,1885,5,0,0,0,1237,0,0,30,3,0,0,0,0,1,259,0,130419,0,13,120,3,0,3,19134,137,1,1980,1471,427,85,13,1104,516,10,403,117,146,3,57,2,15817,0,5,40,0,69164,0,0,12936,6,1,0,0,6,0,0,27,58,3,225,0,20,212,13,0,378,0,0,7492,1,27,29,154,0,9,5,0,38650,0,2,151,0,1281,0,3,0,714,0,0
"IND",78,7027,8,7,270207,68,0,36,31136,2003,0,0,2626,10,1,474467,25,28079,83,0,59,118,32,425,180,3864,4910,1537,11,142533,3850,1,277,17610,4,0,0,0,54,1,2,40,0,0,575,90,9030,0,2919,215,5,71,205,10,0,6291,29,0,491,423,7759,0,10,154006,52,154,2,54,0,0,13,3765,1,0,31,0,5,14075,30,2,2,284,585,0,4390,1425,130,71,5030,20521,551,1386,7875,205,536,1,573,0,3807,129739,0,861,508,596,52,25402,27,0,72,50,674,0,0,305,1408,1287,2,0,86,14879,0,2,158,0,24,1848,263,60157,7,116,20,0,125,7,4699,3206,123489,10579,33561,475073,875,55,1967,17,115,339,89,3719,11,87,30,917,67,1,1771,0,122003,252,0,38643,0,109,1,0,66,0,0,10,127,15,3159,0,210,0,4,5,17902,107,1,37,63,206,6,515,532,1458,1105,0,548219,3,1,117,0,1142,0,4,0,10794,536,0
"IRL",1,8,36,18,16,47,3,0,9017,117,3,2,838,2,1,68,52,6,21,28,53,0,26,298,2,2,0,80,7,4948,579,260,48,425,9,22,4,54,29,0,0,8,6,0,146,213,2721,0,331,22,37,33,40,2,0,2357,87,9,95,1,1530,0,1,68519,10,33,5,0,3,0,0,81,1,7,0,0,1,285,1,34,0,419,12,318,0,31,26,9,35,457,8,13,242,17,24,5,1,0,15,14,2,8,9,27,13,11,2,774,262,475,0,16,66,1,0,121,34,2,93,4,0,9,2,0,0,23,4,131,0,11,1,9,524,6,1028,134,7,1642,4,185,14,46,472,5,2245,2,9,294,2,4,0,4,1,233,245,3,28,29,1,20,0,12,3,27,11,0,0,1,612,7,294,1,0,7,1,7,45,2,1,0,0,8,6,222,6,8,128,4,41657,8,0,24,0,48,0,1,2,2366,19,47
"IRN",0,199972,0,0,367,60,1384,0,15507,2099,320,0,227,0,0,0,101,38,0,0,26,0,14,0,0,2,0,1,0,42306,1943,0,21,8,0,0,0,0,33,0,0,30,0,0,270,93,33300,0,8380,34,2682,36,2497,0,0,2308,0,0,2003,1,5083,0,0,20446,89,0,0,0,0,0,0,1227,0,1,0,0,0,14,0,0,0,302,0,434,537,0,98242,12,24123,1577,0,7121,800,1,0,0,1,0,14,173,0,5963,0,13142,0,9,0,3,34,16,0,64,0,0,0,174,0,0,17,0,0,0,0,0,0,0,0,100,0,6,0,0,0,0,21011,6834,0,3712,71,27118,29,15,663,0,82,0,0,119,0,0,0,5,0,270,518,0,2030,0,0,123,0,0,2,0,20,0,0,0,41,24,19790,0,0,10,0,0,53,347,275,0,0,0,8,1854,0,1,563,0,147525,0,0,30,0,1,0,0,25,68,0,0
"IRQ",0,31,0,12,211,12,3,0,4767,667,1,0,13,0,0,0,58,18,0,0,2,0,2,7,0,0,0,0,1,5689,769,0,6,0,0,0,1,0,5,0,0,2,0,0,35,25,10239,0,2422,3,1314,4,2959,64,0,301,0,3,526,0,1197,0,0,5505,4,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,0,96,1,106,109,76647,0,3,11814,250,0,10783,2,113,2,4,0,0,0,122,0,4970,3,7568,0,2,0,0,1,2,0,206,0,0,0,18,85,0,9,0,0,0,0,26,0,0,0,29,0,0,0,0,0,0,5845,1428,0,935,228,197,1,3,35,0,64,0,0,14,0,4953,0,29,0,138,190,0,1340,349,1,3,0,0,0,39,23,131,0,0,11,7,7596,0,0,1553,1,0,9,8,0,0,0,0,39,3285,0,5,20,0,20313,0,0,14,0,0,0,0,833,15,0,0
"ISL",0,1,3,2,0,3,0,0,133,22,0,0,20,0,0,0,28,0,0,1,0,0,1,3,0,0,0,1,0,77,38,0,5,15,0,0,0,0,5,0,3,1,1,0,5,12,268,0,1910,1,2,1,1,0,0,222,1,2,32,0,73,0,0,624,0,2,1,0,0,0,1,5,0,2,0,0,1,0,2,1,0,50,9,12,30,2,1,0,3,69,1,1,4,1,1,0,1,0,4,0,0,2,0,0,0,8,0,2,44,5,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,115,1397,1,9,0,1,0,6,95,0,111,0,0,23,0,0,0,0,0,3,58,0,1,0,0,1,0,1,0,0,37,0,0,0,19,9,549,0,0,1,0,0,47,5,0,0,0,0,1,17,1,0,5,1,1467,7,0,1,0,19,0,0,0,15,0,0
"ISR",1,266,23,2,42,3730,133,0,1398,933,1459,0,1163,0,0,6,2011,4,1,0,3870,0,28,1173,0,0,0,86,1,2918,699,2,424,181,3,1,0,1,251,0,0,18,1,0,46,219,10004,1,406,42,2888,34,2552,0,0,1198,65,4620,172,0,4330,0,2,3643,1756,3,0,3,0,0,1,441,0,9,1,1,1,40,12,2,0,2218,3,2060,1453,6293,8133,31,0,1193,0,259,87,1178,2,252,1,0,17,20,0,565,1,2039,0,1,0,1431,9,1397,4,17051,2817,0,0,436,2,0,6,0,0,0,0,1,2,1,0,1,0,17,2,0,0,0,1281,110,1,275,2,39,76,165,107,0,11969,23,1,103,14,10722,1,5,3,12369,25183,0,147,13,3,7,0,0,7,0,17,0,0,1,221,7,396,0,0,1120,1,0,1,458,131,0,0,0,4367,4085,0,0,20317,562,26736,3791,0,169,0,0,0,0,3682,1811,0,1
"ITA",96,25,553,26680,160,31996,18,104,63941,8832,8,23,36087,95,321,1907,975,16,64,1509,165,38,833,28560,43,21,4,108,135,111039,31284,73,2846,9324,934,230,126,200,2914,3,847,1262,918,0,723,1092,122695,85,2938,7006,1526,3007,5491,352,3,44038,56,2414,765,2,184012,0,81,50619,62,3924,122,243,105,21,121,6383,7,71,236,5,40,1289,602,2272,527,3000,106,3051,4089,1843,104,172,4801,0,216,515,3791,58,78,12,234,1,1911,84,16,768,569,1311,49,3394,0,45,7458,170,2,26106,442,124,39,17279,6533,42,624,13,374,2,28,47,185,1250,3,276,44,148,239,15,2412,90,9751,1742,13,2242,13,1995,596,5043,12264,2,6612,4285,31,6391,1297,49,183,27,147,9231,2616,30,265,122,4646,163,0,70,336,1010,5670,0,7,38,2117,2195,4147,1,45,219,17,103,1438,5,5,8,1,223,9466,14312,80,62,939,3695,229289,102,8,17652,3,393,0,13,76,8494,13,8
"JAM",237,0,0,0,0,2,0,1402,100,13,0,0,24,0,0,0,0,0,552,0,0,57,0,20,146,0,0,0,0,11469,49,1,4,0,0,0,0,0,7,0,0,28,241,0,2,1,112,0,22,93,0,3,0,0,0,278,0,0,4,0,46,0,0,13506,0,0,0,0,0,0,0,6,46,30,0,0,38,0,46,0,0,6,0,102,56,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,136,16,0,2,0,0,63,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,139676,0,31,13,34,0,0,0,0,10,0,0
