"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"CAN",153,2433,465,762,1155,2383,218,318,11172,7300,162,178,10495,52,39,2151,1697,181,415,2336,1302,248,694,2962,1483,396,7,102,76,0,11659,343,3942,47539,190,363,1210,46,2643,6,54,484,594,32,1685,5769,76797,86,3646,1110,3307,2478,4197,512,0,27851,1116,1975,3385,1938,23105,0,117,110808,96,2106,203,89,30,13,13,14335,678,1477,75,12,6199,23910,610,5054,6129,8567,1345,34719,8198,10245,3324,523,5356,61476,10866,714,4329,4102,2684,114,2279,1,11064,883,1337,23269,120,643,406,8337,6,1003,1350,1160,628,2998,393,361,12,5509,701,94,1438,257,0,45,137,23,46,730,40,2319,2,83,23,27,1032,867,16428,1683,110,2734,99,9892,586,1397,24407,18,28270,85,72,21076,1241,375,47,153,25,10159,23304,241,1516,852,194,1769,0,162,3673,2391,1133,0,0,224,2389,1286,2664,16,102,1288,74,95,998,48,25,1,9,6593,666,3878,1783,1102,7645,747,147402,735,702,2475,47,16046,1,7,134,7584,268,289
"CHE",2,289,577,126,58,1073,53,6,2531,8832,53,31,2776,48,46,131,563,25,89,3371,157,5,488,4317,5,4,6,6,71,4016,0,16,1168,1251,199,490,524,122,1179,3,146,126,232,0,148,1759,58680,12,1004,981,1018,1140,608,463,0,20266,49,438,716,4,51444,0,31,6578,53,304,101,27,56,22,24,1350,2,81,6,1,7,80,55,2865,178,2327,218,1345,427,825,602,73,1766,102115,48,89,684,670,267,45,212,0,265,33,66,1090,52,174,6,1945,3,117,345,180,3,1341,141,220,14,648,3582,48,52,10,163,65,94,9,10,246,7,170,2,90,8,19,229,44,3019,449,54,489,9,354,102,519,939,7,2826,11,45,17148,92,14,22,9,19,1404,3949,64,118,110,162,118,0,147,51,364,8806,0,5,7,1016,675,1528,6,15,166,45,138,1187,37,8,0,0,22,874,9420,59,54,683,135,9461,101,0,610,1,853,0,0,33,1125,33,49
"CHI",0,0,0,0,2,1,0,0,151,2,0,0,7,0,0,3,1,0,0,0,0,0,0,10,0,0,0,0,0,85,15,0,0,1,0,0,0,0,0,0,0,8,0,0,8,1,23,0,3,0,0,0,0,0,0,88,0,0,1,0,193,0,0,11706,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,4,1,234,0,0,0,6,14,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,3,0,39,0,0,0,0,3,0,11,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,117,0,0,3,0,0,0,0,0,47,0,2
"CHL",1,2,7,3,2,40627,1,1,3480,375,0,0,1326,0,0,1,22,0,13,1,1,0,3020,5569,1,0,0,1,0,4290,1854,0,0,259,1,1,2,2,1078,0,0,187,355,0,17,72,6194,0,321,214,8,5347,15,0,2,36918,6,1,148,1,3712,0,1,1504,0,1,1,1,0,0,2,96,0,49,1,0,1,6,86,64,53,110,8,59,36,11,3,23,1340,4629,2,27,102,3,2,1,1,0,121,1,0,35,1,6,6,1,1,2,9,7,1,10,1,2,0,807,38,9,2,0,0,0,4,0,1,0,0,3,0,6,1,1,2,33,798,1382,1,623,1,19,328,3199,31,0,97,258,1,77,1052,38,1,2,1,55,150,0,3,0,1,6,0,1,47,1,4,0,1,0,17,10,6571,0,0,28,2,2,3,0,0,0,20,1,2,51,1,0,24,431,15929,1,0,4371,0,1,0,0,0,187,1,1
"CHN",501,1,0,0,28,5363,0,39,115793,6103,0,0,9288,0,0,17105,480,4,66,0,13,581,823,17827,29,243,81,1366,0,225818,6325,1,2141,0,0,1,0,43,813,0,9,23,31,0,635,2854,41617,0,4743,401,0,1217,203,48,0,88909,122,0,3423,103,49639,0,112,43805,31,103,26,0,0,0,0,1672,0,118,583,276,335,431615,166,217,92,5649,10751,10571,5534,1,0,205,371,84879,0,4112,346949,1482,0,208,330,0,181915,9,358,1379,0,490,25,847,12,38,250,143,69610,0,0,1467,0,2440,0,240,99,3737,0,3967,0,24,37,703,0,4254,0,973,39,0,0,29,21830,3527,2116,44742,2,507,4354,1159,14947,2,739,428,10990,6688,886,0,219,9,0,1395,39198,0,47,496,0,45906,11,160,61,0,270,0,0,2148,458,186,8015,0,209,0,0,145,26636,28,0,98,36,165,0,683,0,42,4191,1,610074,3,0,5432,0,2804,0,9,0,6918,240,0
"CIV",0,0,67,0,0,0,0,0,467,173,0,0,3511,28585,283009,0,9,0,0,0,0,0,6,233,0,0,0,0,19,4487,1470,0,19,0,0,6232,0,118,0,0,128,0,0,0,4,91,3464,0,268,0,0,2,99,0,442,7036,0,0,132,0,80299,0,5618,6208,0,46279,45025,0,1263,59,0,124,0,0,0,0,0,0,0,0,0,31,0,0,69,0,0,5,3,15017,0,0,1,0,0,0,0,0,0,0,0,0,16248,866,0,0,0,0,0,1,0,3,0,0,0,11,0,69521,1,0,0,0,1,1525,0,0,0,0,0,16,0,12001,35194,0,2109,265,0,0,0,0,0,0,0,0,20,0,0,1318,0,0,0,0,0,0,143,0,0,24,4404,0,0,19987,0,0,0,0,0,0,1,1,437,0,0,0,2,14031,5,1,0,0,0,0,305,2,0,7,0,0,15545,0,0,1,0,0,0,0,0,618,2,0
"CMR",0,0,3,0,262,7,0,0,83,278,0,0,4877,108,0,0,15,36,0,0,0,0,20,129,0,0,0,0,1181,4350,2979,13,57,0,4,0,0,531,4,6,0,2,0,0,33,85,9151,0,288,11,3,47,56,3,9,3480,4,0,304,0,49928,0,18411,4196,0,63,0,1,0,0,945,195,0,0,1,0,0,0,0,27,0,157,0,0,232,0,0,4,498,7001,0,2,61,0,0,0,0,0,0,3,0,0,0,17,0,0,0,6,174,8,0,0,0,221,0,16,0,2196,1,0,0,1,0,84,1,0,0,0,112,46,113,270,24089,0,1285,252,0,20,0,0,7,0,0,0,202,0,0,36,4,0,1,7,137,36,341,0,0,3801,229,0,0,0,0,0,107,0,0,0,41,0,581,0,0,0,13428,268,0,0,0,0,0,0,0,0,0,0,0,0,12577,0,0,0,0,0,0,0,0,872,48,0
"COD",0,0,101626,0,10,0,0,0,73,135,0,15153,21106,16,0,0,5,1,0,0,0,0,1,205,0,0,0,424,5100,4008,1277,0,9,0,0,2761,0,71360,1,0,3,0,0,0,148,40,1437,0,163,0,0,3,19,321,0,451,0,130,312,0,18297,0,1627,4409,0,8,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,13,0,0,17,0,1,2,0,1445,0,1,0,0,1329,0,0,0,0,2,0,0,0,43,0,0,0,0,11,0,0,1,0,0,0,17,0,181,0,0,0,0,761,14,0,0,245,0,0,714,0,0,0,4,2592,104,0,0,1,0,0,0,5,0,6,0,0,776,0,0,0,1,0,0,51,26897,15,3543,87,0,0,7,0,0,0,159012,1,0,1,1,411,26,0,0,43,157,3,0,0,0,0,0,0,7,15031,12327,0,0,5097,0,0,4,0,0,0,0,1,8162,11534,0
"COG",0,0,13767,0,34,10,0,0,300,70,0,37,1969,1630,7,0,7,4,0,0,8,0,7,67,0,0,0,9,2303,476,234,6,16,47,81,3048,21474,0,1,1,0,1,27,0,3,35,966,0,164,4,1,7,8,2,6,1050,1,0,35,0,12811,0,2516,1569,0,65,227,0,23,1,946,245,0,0,0,0,0,3,0,8,0,30,0,0,469,0,0,1,103,791,0,0,16,117,2,0,0,0,2,0,0,306,3,36,0,0,0,2,43,2,1,152,0,44,0,4,0,8083,0,0,0,0,8,155,0,0,136,0,23,156,23,139,645,0,533,247,0,4,0,0,2,0,47,0,71,0,0,298,1,0,0,1,28,9,779,1060,1,123,648,0,0,0,0,0,24,0,0,0,11,0,129,5,0,0,3491,174,0,0,0,0,0,0,1,1,2167,49,5,0,137,2,0,8,0,0,0,0,0,2797,629,0
"COL",1446,10,5,4,5,633,0,2,988,170,0,0,1552,0,0,0,16,0,52,0,2,0,790,1730,0,0,0,0,0,14876,1099,0,3713,156,0,0,0,0,0,0,0,2080,159,6,23,76,4916,0,322,545,3,45841,19,0,0,181875,2,0,201,0,6546,0,0,3531,0,0,0,0,0,0,0,59,0,121,0,0,1,3,107,20,91,62,6,11,15,12,4,31,728,8426,5,19,60,20,0,0,0,0,21,2,0,237,0,1,0,0,0,5,5,6,0,7,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,75,1970,602,0,101,0,4,6283,688,12,0,83,520,17,129,25,1,0,0,0,39,189,0,10,0,0,0,0,0,75,0,1,0,0,0,11,9,1296,0,0,35,0,0,0,0,0,0,0,4,0,13,0,0,27,37,65289,2,0,88827,1,0,16,0,0,76,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,71,19,0,0,0,0,0,0,9513,0,0,13,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,5052,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"CPV",0,0,3172,0,0,5,0,0,3,7,0,0,192,1,0,0,3,0,0,0,0,0,50,552,0,0,0,1,1,25,265,0,1,5,29,6,4,0,0,0,0,0,12,0,0,8,12,0,5,0,0,0,0,0,0,1179,0,0,2,0,3901,0,111,359,0,11,19,0,4,158,112,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,620,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,1,0,6,0,0,0,0,468,0,0,0,0,0,0,1,0,0,19,0,1133,27,0,0,0,0,0,0,1,0,1,0,0,11137,0,0,0,0,0,0,36,0,0,0,65,0,0,20,0,0,0,0,565,0,0,0,54,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,0,2802,0,0,1,4,0,0,0,0,19,1,0
"CRI",6,1,1,0,4,233,1,1,122,83,1,0,171,0,0,0,14,1,21,0,5,17,93,171,1,0,0,2,2,782,282,9,301,58,0,4,0,1,967,0,1,0,466,0,9,35,649,0,38,232,2,317,3,0,0,2605,2,0,22,0,406,0,4,284,1,1,3,0,0,0,6,34,0,320,7,0,2,221,472,18,33,40,10,4,61,24,1,3,175,838,27,2,28,55,1,0,0,0,51,0,0,37,0,1,2,1,0,4,10,3,2,1,1,6,0,922,2,10,1,1,0,2,0,0,0,0,0,0,3,0,3,0,0,20348,161,45,1,23,0,1,1761,223,13,0,98,94,4,46,30,0,0,0,4,33,304,0,1,0,0,13,0,0,909,0,12,0,0,2,9,1,87,0,0,1,1,0,1,0,0,0,0,4,0,27,0,1,22,31,13531,5,0,350,1,2,0,0,0,48,0,0
"CUB",2,0,48,12,2,252,0,4,153,239,0,0,851,0,0,0,155,0,157,0,48,1,805,831,40,0,0,0,0,4697,806,0,1896,38,0,1,0,22,553,0,13,387,0,0,15,323,4917,0,164,806,8,1091,0,0,0,44398,1,0,144,0,2530,0,1,790,3,0,342,0,0,0,10,136,7,62,7,0,0,4,110,7,298,276,1,0,39,0,0,13,20,12316,250,0,9,317,0,1,0,0,7,0,0,42,0,0,41,0,0,2,6,29,1,0,0,2,0,2038,0,3,0,0,0,0,0,0,0,0,0,0,1,104,1,0,0,108,494,316,0,4,0,0,429,79,0,0,165,1980,0,687,5,0,0,0,1,52,2603,0,0,0,0,2,0,0,22,0,8,0,0,0,56,12,650,0,8,0,0,0,1,1,0,8,0,15,0,15,0,2,107,2,170342,13,0,3168,0,0,0,0,0,367,0,0
"CUW",528,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10170,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,108,22,0,0,0,0,0,0,0
"CYP",0,0,0,16,14,13,64,0,2477,52,18,0,41,0,0,27,372,5,0,3,26,0,1,5,0,0,0,1,2,533,57,2,5,78,0,3,36,0,8,0,0,0,2,0,0,53,355,0,27,1,3,1,257,0,0,54,3,5,37,0,176,0,0,9185,736,4,0,0,0,0,0,3564,0,0,0,0,0,1,0,4,0,51,7,134,66,70,18,2,32,114,1,43,6,28,4,4,0,0,1,10,0,158,0,13,0,403,0,8,3,13,0,3,66,1,0,4,1,0,6,1,0,0,1,0,0,1,0,3,0,0,0,0,13,0,61,24,2,13,4,27,1,1,322,0,64,0,2,9,1,10,0,2,0,360,1038,0,25,25,0,2,0,0,0,1,127,0,0,0,18,2,101,0,0,110,0,0,10,2,1,0,0,1,2,1148,6,1,234,0,1624,12,0,6,0,3,0,0,1,575,7,9
"CZE",0,9,7,7,2,320,41,0,1448,5144,13,0,190,1,0,1,452,1,0,63,94,0,13,101,0,0,0,0,0,1987,1516,0,33,54,1,0,2,3,9,0,1,1,37,0,85,0,111211,0,265,3,21,53,25,0,7,2735,6,4,107,0,776,0,0,11176,20,2,1,0,0,0,1,570,0,0,0,0,0,1,0,163,1,1535,3,10,1155,11,13,41,23,2009,0,8,9,110,2,12,1,0,4,2,0,11,0,5,0,1,0,34,198,65,0,5,75,2,0,39,25,1,11,0,4,32,0,0,0,0,1,1,0,10,0,0,3,1,705,258,1,91,0,5,5,8,2,0,2124,0,4,47,2,2,0,1,0,827,2907,0,2,3,1,1,0,0,1,0,251,0,0,0,25351,60,229,0,0,13,0,1,1,5,3,0,0,0,7,152,1,1,1803,2,8396,23,0,41,0,617,0,0,5,156,1,1
"DEU",5,7010,114,1156,149,1947,1235,9,18183,77999,1979,94,17207,145,187,514,6889,18,44,12744,5662,7,918,5638,1,3,2,113,33,30186,68581,219,2227,5082,301,1084,1605,718,1395,0,74,222,778,0,3899,20124,0,8,6789,935,2502,1349,2192,509,1,74126,1587,1839,3377,0,69418,0,66,47685,1217,2807,293,34,289,2,73,77793,0,114,6,2,0,215,92,36064,136,21514,897,3736,4152,13777,7223,397,6623,104743,105,1027,3971,92424,617,4982,113,0,2386,56,97,6587,468,959,7,4154,0,2483,4350,2487,4,8421,3093,113,20,1287,6716,170,255,37,3366,30,10,2,10,15,1,353,2,1198,8,100,1402,77,34990,4335,148,1557,12,4262,142,763,2387,0,105700,115,197,18736,424,40,51,28,18,47175,298114,76,418,46,336,109,0,3905,67,849,61161,0,0,2,4403,9532,9463,0,15,1852,31,1216,3031,1269,717,0,0,58,2725,233597,171,142,24605,264,100037,5281,0,1565,1,8033,0,6,172,7907,103,3
"DJI",0,0,0,0,4,0,0,0,50,7,0,0,249,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,452,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,0,16,0,87,0,176,7,0,7,0,2304,120,0,3170,0,0,1048,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,147,192,0,0,0,0,874,0,0,0,0,2,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,31,290,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,2,2,0,0,0,0,0,9251,0,0,0,0,0,0,134,0,1,6,0,0,1,0,0,0,0,0,0,3,3,9,0,0,1880,0,0,0,0,0,0,0,109,211,0,0
"DNK",0,319,13,9,52,185,52,0,1898,1013,20,18,1097,4,3,44,127,15,5,1676,123,1,58,390,2,1,4,83,1,2677,1854,2,300,403,32,15,21,11,300,2,2,18,19,0,87,199,10313,15,0,17,173,128,239,11,0,4041,131,199,782,2,2604,0,3,5779,10,123,8,1,55,3,0,374,1,14,0,0,7,48,9,445,15,423,57,490,453,2217,1625,1235,1203,1170,12,109,220,133,397,2,17,0,935,85,2,4712,16,113,0,726,2,310,536,233,0,564,10,6,1,86,183,6,33,4,165,2,12,3,0,12,4,50,0,24,0,1,56,16,1437,6308,10,248,3,1194,44,60,479,0,2024,1,33,177,8,8,0,10,1,352,1248,12,73,23,9,38,0,124,5,1370,795,0,0,2,108,94,14581,3,2,120,0,12,514,58,1,0,1,15,87,4639,72,110,122,23,5896,11,1,103,0,922,0,1,28,792,37,18
"DOM",1452,2,3,0,36,847,0,394,316,1299,1,0,1241,2,0,1,97,8,237,1,7,4,266,568,1,0,1,5,6,3955,3742,3,706,508,0,11,0,0,1223,1,7,1134,966,0,34,127,6272,0,115,0,5,898,14,1,1,62925,8,0,144,0,6333,0,14,1119,0,4,9,158,0,0,30,358,32,73,74,15,17,75,98,121,27030,169,29,39,162,34,2,16,388,19000,47,9,311,35,0,0,18,0,218,1,0,677,0,6,26,8,0,11,53,14,16,5,4,27,0,600,1,37,12,0,0,3,0,0,33,1,0,14,13,1,14,0,5,53,2850,242,0,79,1,33,1177,195,15,0,367,13207,6,223,117,13,0,9,17,130,556,0,7,0,0,29,0,0,58,0,99,0,0,15,35,35,383,0,1,9,0,0,21,3,0,0,0,14,2,93,0,0,27,253,158153,22,0,6669,656,8,0,0,0,216,1,0
"DZA",0,0,0,0,20,17,0,0,137,103,0,0,2005,0,0,1,72,2,0,0,8,0,1,63,0,0,0,0,0,4535,748,0,7,0,0,0,0,0,2,0,0,1,3,0,4,191,1961,10,94,0,0,7,131,0,94533,17860,0,44,55,0,257184,0,7,1684,2,1,0,11,0,0,0,199,0,0,9,0,0,0,0,17,0,63,99,1,68,4,745,2,4138,1955,0,889,0,15,24,0,0,0,0,81,0,456,0,577,0,0,0,0,8,2,0,929,0,0,0,10,0,874,4,0,0,0,0,148,9,0,0,71,0,54,73,47,0,8,409,97,0,1,1,0,0,1,39,0,72,0,0,22,0,1268,74,4,0,2,247,0,310,134,325,3,0,0,0,1055,5,0,0,0,8,3,207,0,0,360,1,0,0,16,0,0,0,0,987,66,0,2,4,0,1367,1,0,10,0,0,0,0,199,27,0,0
"ECU",2,2,2,2,0,369,1,0,178,74,0,0,593,0,0,0,10,0,6,0,0,0,153,271,0,0,0,0,0,1311,451,0,1731,99,0,1,0,0,8331,0,0,110,106,0,1,32,844,0,53,97,2,0,4,0,0,223865,0,0,26,0,932,0,0,723,0,1,0,0,1,0,0,10,0,25,0,0,0,3,53,3,4,19,2,7,11,8,1,2,23,12121,1,3,27,1,0,0,0,0,28,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,19,175,57,0,4,0,2,232,561,39,0,20,104,19,47,11,2,0,0,0,14,98,0,3,0,0,0,0,0,25,0,0,0,0,0,5,1,155,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,18,33,36156,1,0,3786,0,2,0,0,0,5,0,0
"EGY",0,24,4,10,81729,78,15,3,7326,3413,7,2,1013,5,6,23,62,10907,10,5,56,0,9,943,0,5,0,0,23,11160,1517,0,47,70,21,16,14,8,42,98,1,1,0,0,1284,245,6614,53,384,0,165,27,0,46,0,1619,5,148,254,0,9530,0,4,6108,0,37,19,0,3,8,5,6522,0,5,0,0,0,1,0,93,0,277,209,113,141,35,4949,7,6877,28155,0,24226,474,420,51,8,0,0,29,15075,0,34665,7,3315,0,34,0,21,10,17,0,402,12,92,6,35,317,31,113,1,0,2,2,41,0,0,2,240,27,67,4,12,67,0,3262,181,0,291,3264,60,12,2,124,0,239,8,11,130,1,6206,0,24147,4,47,2866,3,53357,5318,37,20,0,38,16,1521,22,0,0,0,61,15,788,0,2,1004,50,2,73,16,6,0,0,0,227,301,11,21,57,0,27252,29,0,56,0,0,0,0,1686,915,30,2
"ERI",0,0,216,0,741,0,0,0,238,9,0,128,3,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,637,628,0,0,11,0,1,155,1,0,13,0,0,0,0,1,0,970,2,16,0,0,0,45,0,0,8,0,685,4,0,63,0,0,1142,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,8,5,0,81,0,3,1072,0,12,0,0,102,0,0,0,0,277,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,87,0,0,0,31,0,1,0,0,0,0,0,70,185,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,95,0,0,0,39,0,19285,0,0,0,0,0,218,0,1658,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,46,132,0,0,2096,0,0,3,0,0,0,0,75,65,18,12
"ESH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8268,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,52,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",9,159,325,62,171,22150,139,5,2565,1089,212,15,8617,37,31,70,588,12,58,120,52,7,1327,8433,9,4,0,6,49,2358,12176,19,3671,226,67,472,195,139,5681,0,231,305,5086,0,74,286,31861,5,1234,4632,2809,4200,272,46,1,0,19,40,877,6,62110,15,190,19984,57,272,618,17,635,148,9185,338,72,292,31,3,16,52,337,93,207,315,95,822,1181,479,149,69,761,6608,33,189,567,185,98,46,12,0,283,67,32,339,212,220,12,73,0,125,497,42,1,28644,31,129,0,3991,15,247,32,9,0,25,179,215,16,40,7,92,3,70,28,43,397,204,5424,987,9,110,7,600,546,3174,1595,2,1747,410,40,8356,366,13,19,16,35,1642,2013,37,69,81,762,97,0,453,253,38,43,0,27,21,137,38,2091,0,9,249,211,55,118,7,5,0,0,131,142,396,3,26,311,4014,15105,85,2,16841,2,67,0,0,6,613,32,30
"EST",0,0,0,0,0,9,65,0,165,34,229,0,104,0,0,0,63,0,3,0,2261,0,3,37,0,0,0,0,0,529,46,0,9,12,0,0,0,0,2,0,4,0,0,0,17,258,1271,0,126,0,0,4,3,0,0,689,0,0,3865,0,209,0,0,1116,160,0,0,0,0,0,0,30,0,0,0,0,0,0,0,12,0,31,0,5,280,0,0,21,40,687,0,0,1,3724,0,201,0,0,0,0,0,0,0,1,0,0,0,365,63,938,0,0,141,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,194,190,0,1,0,0,0,1,0,0,135,0,0,43,0,0,0,0,0,11,41921,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1045,0,1,0,0,0,0,79,52,0,0,0,0,16,0,0,4830,0,1078,321,0,5,0,0,0,0,0,10,0,0
"ETH",0,0,0,0,538,6,0,9,706,144,0,2,281,0,0,0,6,63,0,0,3,0,1,1,0,0,0,0,2,2298,557,0,2,0,0,0,67,0,0,0,0,0,0,0,7,14,2002,2024,211,0,495,0,861,717,0,95,0,0,792,0,806,0,0,6748,0,3,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,45,0,0,23,0,10,5,8732,2471,0,15,0,0,7241,0,0,0,0,231,0,0,0,529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,67,0,28,0,0,0,7,1000,2023,0,107,1,0,0,0,0,0,6,0,0,2,0,0,0,161,0,0,42,10,7783,13740,0,0,0,0,0,42222,0,151242,0,0,3,2,1986,2,5,36,18,0,6,0,0,0,0,0,0,24,13,120,0,0,22177,0,0,4,0,0,0,0,605,1406,0,0
"FIN",0,30,11,3,5,32,3,0,1198,313,4,0,729,0,0,32,126,0,0,17,915,0,17,188,1,0,0,0,0,1558,957,0,79,194,4,2,33,2,55,0,5,4,14,0,128,345,2932,4,562,9,59,40,68,1,0,3317,1664,92,0,1,755,0,0,1772,5,29,1,0,19,0,0,165,0,3,0,0,1,1,2,29,0,297,10,105,238,236,330,44,128,952,3,13,125,3207,29,57,10,0,13,5,1,33,5,87,0,34,0,58,194,139,0,99,7,1,0,29,0,4,15,3,0,3,2,0,0,2,0,20,0,14,0,1,24,4,665,998,7,10,0,40,10,17,105,0,229,0,0,87,1,1,0,1,0,112,19839,2,19,0,4,5,0,5,2,404,7,0,0,0,40,4,25884,0,1,16,0,1,123,15,5,0,0,1,30,535,13,2,253,5,2794,65,0,21,0,253,0,0,6,125,6,1
"FJI",0,4,0,0,35,0,0,0,24334,11,0,0,17,0,0,140,3,5,0,0,0,0,0,1,0,0,0,0,0,9154,34,0,11,109,0,0,0,0,0,0,0,0,0,0,8,5,17,0,13,0,0,1,0,0,0,84,0,0,5,0,44,0,0,2556,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,1,0,2,4,194,49,3,0,1,4,50,0,0,8,0,0,0,0,79,5,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,83,15,0,20076,1,220,1,0,0,2,10,0,0,4,0,0,14,19,0,0,2,0,5,0,0,7,43,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,1,0,0,0,292,0,0,3,0,0,0,0,15410,0,0,0,0,0,77,54,0,50,0,0
