"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"CHI",0,0,8,0,2,1,0,0,147,1,0,0,18,0,0,2,0,0,0,0,0,0,0,50,0,0,0,0,0,90,74,0,0,1,0,0,0,0,0,0,0,8,0,0,2,0,95,0,2,0,0,0,0,0,0,26,0,0,0,0,147,0,0,8058,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,1,176,0,0,0,3,6,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,29,1,0,0,0,1,0,1,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,97,0,0,3,0,0,0,0,0,46,0,2
"CHL",37,0,2,2,7,31409,1,1,5123,370,0,4,1321,0,0,1,11,0,1,1,2,1,1584,5992,2,0,1,4,6,5357,1502,0,0,140,1,2,7,1,407,1,1,207,95,0,11,15,2766,0,397,481,6,1465,15,0,0,5867,3,17,85,1,2847,0,1,2187,1,0,0,0,0,0,4,187,1,37,0,0,1,10,63,35,43,149,8,37,71,32,26,23,1992,1385,1,197,83,151,5,2,2,0,82,1,1,174,0,15,1,1,2,4,24,9,2,7,0,1,0,1800,21,1,1,0,0,0,1,1,1,0,3,3,2,15,2,0,1,30,729,1145,3,400,4,6,162,1173,17,0,68,143,51,122,632,254,2,4,0,48,216,11,16,13,1,9,0,0,45,2,15,0,1,1,24,11,8896,0,0,53,1,0,2,0,1,0,0,1,17,115,9,12,14,467,16258,5,0,2669,0,4,0,0,8,296,0,0
"CHN",298,1,0,0,137,2169,0,35,33431,3631,0,0,2154,0,0,16914,48,4,18,0,1,177,89,5884,0,597,307,747,0,147351,3700,1,708,0,0,0,0,120,284,0,19,26,63,0,271,246,20327,0,1502,950,0,470,121,66,0,594,38,0,858,102,8428,1,15,60220,38,13,8,0,0,0,0,209,0,51,336,575,193,393376,109,0,42,3582,29042,83799,2355,0,0,68,388,23777,0,6359,78186,486,0,76,2026,0,49706,4,425,3110,0,940,10,592,52,47,212,145,43628,0,0,220,0,883,0,19,55,5060,0,101,0,14,19,2795,0,15741,0,1349,24,0,0,5,10366,1535,9279,12860,54,463,1304,502,24587,13,150,525,5885,956,195,0,70,5,0,600,12153,0,35,2191,0,79325,16,17,22,0,1037,0,0,1062,302,71,3235,0,17,0,0,30,409,8,0,1552,18,69,0,575,0,101,1818,0,324662,1,0,2579,0,2805,0,11,0,5878,39,0
"CIV",0,0,29,0,17,2,0,2,180,277,0,0,1078,16829,199343,0,6,2,4,0,0,0,2,0,0,0,0,3,5,2665,1676,0,7,0,0,294,0,1196,0,0,60,2,0,0,12,14,3910,0,294,0,1,1,145,0,4,361,0,0,58,0,34268,0,1753,5196,0,14842,4935,0,854,33,2,139,0,0,0,0,0,0,0,0,0,27,3,5,211,0,0,3,1016,9756,0,207,105,0,0,0,0,0,3,0,0,105,262,2622,1,1,7,0,2,1,0,3,0,0,0,21,0,64813,8,0,0,0,12,1239,0,0,0,0,0,103,0,7994,12900,0,952,176,0,0,0,0,0,0,2,0,5,0,0,176,0,0,0,1,0,0,146,0,0,1579,2758,0,0,130,0,0,77,0,0,0,5,3,359,0,0,0,159,4871,0,0,0,0,0,2,679,334,0,103,0,0,8565,0,0,2,0,0,0,0,0,1315,4,0
"CMR",0,0,3,0,132,0,0,0,31,205,0,1,1094,10,0,0,2,9,0,0,0,0,2,17,0,0,0,0,4443,1305,2434,0,7,0,4,0,0,2331,0,1,0,1,0,0,13,6,4848,0,77,5,0,10,22,1,0,583,0,0,16,0,14554,0,3175,1692,0,9,0,1,0,0,240,212,0,0,18,0,0,2,0,0,0,80,0,0,148,0,0,2,82,1693,0,8,4,0,0,0,3,0,4,2,0,1,0,9,0,0,0,0,45,1,0,0,0,2,0,9,0,65,0,0,0,0,0,37,1,0,0,0,12,79,28,42,12114,0,420,83,0,3,3,0,0,0,0,0,21,0,0,216,1,0,1,22,40,1,150,0,0,15642,82,0,0,1,0,0,1,0,0,0,18,0,65,0,0,0,28898,45,0,0,0,0,0,0,11,21,0,1,0,0,5101,0,0,0,0,0,0,0,0,958,6,0
"COD",0,0,131354,0,3,0,0,0,33,48,0,9613,5029,0,0,0,1,0,0,0,0,0,0,339,0,0,0,646,11561,2347,1029,0,13,0,0,0,0,25563,0,0,29,0,1,0,32,9,2826,0,36,0,0,0,11,580,0,131,0,38,112,0,3497,0,314,3010,0,1,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,6,0,0,74,0,0,2,0,789,0,0,0,0,622,0,0,0,0,2,0,0,0,36,0,0,0,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,340,2,0,0,238,0,0,613,0,0,0,2,701,6,0,0,1,0,0,0,3,0,0,0,0,938,0,0,0,0,0,0,2,40203,15,18448,12,0,0,0,0,0,0,0,14,0,0,0,103,213,0,1,58,27,0,0,0,0,0,0,0,5,3769,31583,0,0,449,0,0,1,0,0,0,0,121,7175,3713,0
"COG",0,0,1571,0,4,11,0,0,30,72,0,14,740,498,4,0,1,0,0,0,1,0,2,14,0,0,0,0,4885,165,342,0,6,33,24,360,13672,0,0,1,0,1,17,0,1,13,600,0,32,2,0,1,14,1,0,271,0,0,5,0,6872,0,743,1159,0,3,1,1,3,0,106,318,0,0,12,0,0,1,0,0,0,23,0,0,321,0,0,0,54,1044,0,1,2,1,0,0,2,0,2,0,0,131,0,107,0,0,0,0,16,0,0,133,0,1,0,5,0,686,0,0,0,0,3,61,1,0,479,0,8,328,18,4,14,0,172,55,0,2,2,0,0,0,32,0,20,0,0,764,1,0,0,2,26,1,138,29,1,2437,204,0,0,0,0,0,1,0,0,0,8,0,48,7,0,0,561,73,0,0,0,0,0,0,7,14,11289,28,3,0,63,1,0,1,0,0,0,0,0,3215,277,0
"COL",4024,55,22,5,38,1391,0,3,1760,474,0,0,1112,0,0,10,12,1,6,0,1,0,602,2412,0,0,0,1,5,7309,3256,0,1829,192,0,0,0,1,0,0,0,1125,183,8,30,42,4814,0,926,1535,2,32622,30,0,0,13898,3,0,199,0,4054,0,0,4737,0,0,0,0,0,0,2,236,0,90,1,0,2,5,270,7,144,121,12,14,29,23,11,28,1299,5030,10,315,258,1,0,0,0,0,20,2,0,834,0,43,0,1,0,5,18,6,0,8,0,0,0,2284,0,0,1,0,0,0,0,0,0,0,1,19,1,3,5,0,4,76,3567,1562,1,155,4,21,5289,707,80,0,85,1088,16,260,32,116,0,2,2,62,124,0,89,2,0,3,0,0,60,0,18,0,0,2,36,6,3084,0,0,173,0,0,0,0,0,2,0,6,2,107,1,1,27,45,152239,1,0,156151,1,0,23,0,35,245,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,67,34,0,0,0,0,1,0,2091,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"CPV",0,0,1648,0,0,6,0,0,1,4,0,0,49,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,94,260,0,0,3,22,0,6,0,0,0,0,0,7,0,0,2,14,0,6,0,0,0,0,0,0,265,0,0,1,0,1617,0,6,94,0,4,6,0,1,50,2,5,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,7,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,1,0,0,0,0,278,0,0,0,0,0,0,0,0,0,7,0,1722,21,0,0,0,0,0,0,2,0,0,0,0,8242,0,0,0,0,0,0,11,0,0,0,9,0,0,1,0,0,0,0,599,0,0,0,56,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,3,0,3668,0,0,1,2,0,0,0,0,4,2,0
"CRI",18,19,3,0,3,196,0,2,143,45,0,0,71,0,0,5,4,0,10,0,2,31,55,149,1,0,0,1,4,630,175,17,240,38,0,1,1,1,587,0,0,0,485,0,2,8,540,0,30,281,5,162,3,0,0,556,0,2,12,0,181,0,0,182,1,0,0,0,0,0,1,41,1,369,1,1,3,163,678,3,36,24,2,12,14,36,6,2,90,270,47,9,68,3,1,0,1,0,19,0,0,63,0,6,0,0,0,1,6,1,2,2,0,0,0,656,2,0,1,1,0,0,0,0,0,0,1,8,0,2,0,0,0,9919,125,38,4,15,1,4,1455,229,13,0,45,101,3,36,18,14,0,0,0,6,112,3,4,6,0,7,0,0,4143,0,5,0,0,2,7,1,106,0,0,1,0,0,0,0,0,1,0,3,3,37,1,4,17,32,12254,1,0,314,1,0,0,0,1,70,0,0
"CUB",6,0,124,20,1,821,0,8,251,256,0,0,313,0,0,3,60,0,50,0,30,0,255,890,0,0,0,1,4,2357,947,0,1395,86,0,0,1,84,315,0,48,484,0,0,11,179,4581,0,111,2271,13,527,0,0,0,14779,1,0,103,0,970,0,0,822,0,0,4,0,0,0,9,140,16,49,7,0,1,31,119,3,427,248,0,11,77,0,0,7,157,5355,529,8,20,10,0,1,1,0,9,0,0,100,0,2,6,0,0,1,20,34,3,0,1,0,0,3031,0,0,1,0,0,0,0,0,0,0,0,1,1,347,2,0,0,140,312,31,1,11,0,0,311,80,7,0,84,4455,1,285,17,2,0,0,2,17,1732,0,0,0,0,9,0,0,8,0,27,0,0,0,85,7,665,0,5,0,0,0,0,1,0,147,0,10,3,63,1,118,182,5,164754,5,0,1526,1,0,0,0,0,444,0,0
"CUW",880,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13925,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,23,0,0,0,0,0,0,0
"CYP",0,0,0,8,6,13,20,0,2539,33,7,0,18,0,0,18,134,3,0,1,12,0,1,3,0,0,0,5,3,482,37,1,2,46,0,1,25,0,3,0,0,0,1,0,0,23,185,0,19,0,1,0,156,0,0,23,2,10,22,0,141,0,0,8347,299,2,0,0,0,0,0,4160,0,0,0,0,0,1,0,2,0,42,6,91,28,42,10,1,18,29,0,34,3,12,8,2,0,0,0,5,0,125,0,9,0,259,0,3,1,6,0,2,25,0,0,2,1,0,3,1,0,0,0,0,0,0,7,2,0,0,0,0,7,0,35,16,2,9,2,18,1,1,191,0,29,0,1,3,0,8,0,1,0,133,464,0,18,99,0,1,0,0,0,0,74,0,0,0,8,1,73,0,0,102,0,0,4,1,1,0,0,0,1,967,5,14,108,0,1126,5,0,4,0,2,0,0,5,692,4,8
"CZE",0,6,4,3,1,458,14,0,1946,5983,5,0,37,1,0,1,133,1,0,33,49,0,10,181,0,0,0,0,0,1935,1195,0,42,34,0,0,1,2,13,0,0,0,47,0,65,0,26041,0,34,2,9,24,28,0,0,222,3,8,68,0,1502,0,0,1554,7,1,0,0,0,0,0,755,0,0,0,0,0,1,0,272,1,516,3,7,670,8,7,16,14,1377,0,14,5,48,2,6,1,0,2,1,0,7,0,4,0,1,0,15,11,46,0,3,67,1,0,42,17,0,3,0,4,3,0,0,0,0,0,1,0,16,0,0,1,0,732,43,0,65,0,4,2,7,1,0,1670,0,3,32,1,2,0,1,0,347,2118,0,1,11,0,0,0,0,0,0,297,0,0,0,20180,48,68,0,0,13,0,0,1,2,2,0,0,0,5,259,1,2,865,1,9706,11,0,40,0,384,0,0,25,299,1,0
"DEU",4,3705,7,553,205,2450,432,7,18338,36711,136,30,11494,57,41,524,2220,14,23,7879,193,5,363,4920,1,3,2,73,5,24293,29628,16,1400,2232,74,219,648,69,740,0,6,201,345,0,202,3875,0,10,5213,786,1395,361,2145,258,0,28260,239,15922,1823,0,34002,0,18,39331,241,1584,31,25,84,1,1,45790,0,92,4,3,0,192,78,15330,130,8802,1175,4549,1643,23118,2692,248,6714,60760,63,4119,3619,1068,447,1232,1133,0,2359,52,184,18588,90,2499,5,3944,0,504,2139,721,4,7344,430,52,19,1014,3217,42,71,19,3983,3,2,1,6,9,40,474,1,1669,6,18,1154,91,29579,2003,102,1069,60,4197,65,566,2492,1,44875,214,158,11831,320,1026,41,32,10,16798,26658,134,497,228,164,146,0,40,67,741,45882,0,0,2,2258,2604,6422,0,5,1876,31,137,1205,66,177,4,0,51,9312,200738,227,267,2203,375,94460,2119,0,913,1,7506,0,5,1150,6492,58,4
"DJI",0,0,0,0,6,0,0,0,129,3,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,330,0,297,0,294,19,0,2,0,19707,115,0,394,0,0,1007,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,8,0,6,0,2,24,0,3,0,0,10666,0,0,0,0,3,0,0,0,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,579,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,42,0,0,0,0,0,11570,0,0,0,0,0,0,36,9,0,8,0,0,0,0,0,0,0,0,0,0,270,62,0,0,877,0,0,0,0,0,0,0,6437,49,0,0
"DNK",3,43,6,1,20,169,26,0,1795,401,10,3,665,1,0,30,23,9,9,1186,55,0,30,215,2,1,9,48,2,2720,897,1,156,153,5,3,11,4,98,2,0,10,4,0,32,41,7186,3,0,17,61,36,132,7,0,1131,12,293,558,1,1204,0,1,3823,6,31,1,1,11,0,0,265,0,2,2,0,6,52,4,230,5,228,58,352,129,1502,347,660,615,722,7,130,231,8,80,1,8,0,755,11,2,2231,2,111,0,526,4,21,346,42,1,309,7,2,0,86,106,0,8,3,252,0,6,0,1,9,9,43,2,33,0,0,20,8,913,5002,7,289,2,1118,9,38,257,1,1099,1,21,122,4,31,1,3,1,91,584,1,47,56,2,46,0,3,2,75,1253,0,0,2,59,38,10466,5,1,69,0,3,155,20,1,0,0,10,55,3028,58,127,75,18,4804,7,1,43,0,566,0,0,78,731,19,15
"DOM",1871,1,0,0,1,964,0,550,50,779,0,0,490,0,0,3,33,3,83,1,0,0,47,171,0,0,1,2,3,2311,2712,0,322,455,0,0,0,0,597,0,0,338,788,0,2,4,2901,0,41,0,0,180,1,0,0,10492,0,0,23,0,516,0,0,316,0,0,0,302,0,0,0,54,0,50,38,0,4,1,75,0,21341,21,0,39,10,23,18,2,60,6161,41,65,205,1,0,0,71,0,68,0,0,390,0,3,10,0,0,0,7,0,0,3,1,0,0,630,1,0,3,0,0,0,0,0,51,0,3,5,0,1,0,0,4,47,2240,101,4,2,0,55,2173,204,13,0,64,19980,0,43,9,27,0,0,0,3,37,0,7,2,0,8,0,0,31,0,19,0,0,9,0,4,143,0,0,12,0,0,0,0,0,0,0,11,0,19,0,0,15,189,192534,0,0,3797,1164,0,0,0,2,185,0,0
"DZA",1,0,0,0,87,33,0,2,679,401,0,0,3735,0,0,21,51,5,1,0,38,0,6,58,1,1,0,2,33,8556,2264,1,12,9,0,0,1,1,7,0,1,4,9,0,25,87,9131,2,340,9,0,19,189,0,19682,3343,3,16,217,0,130326,0,5,4012,0,1,0,11,0,0,3,527,0,0,18,0,1,13,4,5,0,218,146,6,211,6,3502,10,13706,5326,4,15096,23,12,638,2,3,0,20,116,0,4353,0,1612,1,4,0,2,36,16,0,1003,1,1,0,273,0,48,11,0,0,0,0,139,11,0,1,280,4,195,152,37,0,5,1327,228,0,69,14,0,3,1,299,0,98,88,1,186,2,2959,75,16,12,21,1843,0,538,10705,305,711,0,0,0,125,48,0,0,0,49,5,650,0,0,862,2,0,0,21,1,3,0,1,6114,520,6,1654,30,1,3745,7,0,14,0,3,0,0,3952,324,0,0
"ECU",1,3,2,1,0,661,1,0,322,104,0,0,232,0,0,0,7,0,3,0,0,0,264,556,0,0,0,0,0,2019,1021,0,3507,74,0,2,0,0,5677,0,0,124,113,0,1,19,1420,0,123,139,2,0,4,0,0,7453,0,0,21,0,283,0,0,1183,0,1,0,0,0,0,0,10,0,23,0,0,0,4,61,2,4,38,3,9,17,13,4,3,33,8948,1,12,28,1,0,0,0,0,30,0,0,54,0,1,0,0,0,0,0,0,0,2,0,0,0,554,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,20,268,118,0,5,0,3,220,483,29,0,18,136,20,91,10,7,0,0,0,10,93,0,4,0,0,0,0,0,23,0,2,0,0,0,11,0,236,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,16,34,58857,1,0,3585,0,2,0,0,0,24,0,0
"EGY",5,130,10,9,70440,107,12,2,6989,2897,4,9,591,5,5,54,17,6046,3,2,44,0,10,1048,0,9,1,6,115,8281,1603,0,22,66,18,15,51,9,28,56,1,2,0,0,830,100,7204,36,450,5,129,20,0,36,0,745,5,552,213,0,3929,0,0,4274,1,20,4,0,2,3,2,12472,0,3,4,0,0,7,1,19,0,278,213,126,208,67,8394,8,9280,5796,1,158947,452,53,991,7,3,0,49,11687,0,79421,1,6591,0,42,0,4,25,16,0,196,7,7,2,79,235,17,84,1,0,0,1,29,0,0,11,443,6,121,5,8,55,0,3023,122,3,324,6950,135,10,1,93,0,96,26,16,197,9,13841,0,99,9,47,1978,59,105546,42616,24,801,0,1,12,184,110,0,0,2,97,14,831,0,1,1267,40,0,64,7,4,5,0,0,441,590,48,2565,52,3,24359,19,0,52,0,2,0,1,18619,1469,20,4
"ERI",0,0,34,0,432,0,0,0,135,6,0,83,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0,0,396,1108,0,1,1,0,0,353,1,0,3,0,0,0,0,1,0,704,2,7,0,0,0,31,0,0,2,0,5709,4,0,27,0,0,1641,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,5,7,0,216,1,0,1982,0,12,0,0,82,0,0,0,0,183,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,300,0,0,0,12,0,0,0,0,0,0,0,38,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,58,0,0,0,111,0,315349,0,0,0,0,0,191,0,0,0,0,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0,0,170,47,0,0,1155,0,0,2,0,0,0,0,3482,69,11,16
"ESH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11471,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,11,0,1,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",3,3,168,13,16,27257,19,1,2510,639,5,1,7259,3,7,31,127,1,6,48,13,1,421,9107,1,2,1,8,10,2241,10203,9,2529,1006,19,48,100,15,2103,0,130,269,3317,0,27,99,27919,0,744,2684,1368,827,174,1,0,0,3,67,455,0,67689,2,50,12781,9,36,59,9,132,24,1353,332,0,177,5,2,2,581,191,33,155,150,87,779,433,393,100,33,720,4417,3,296,510,8,31,4,7,0,234,7,2,566,25,150,0,6,0,121,377,9,62,14445,3,6,0,3937,4,26,12,1,0,0,11,52,7,11,8,58,1,74,19,2,65,145,4073,588,25,89,5,316,429,2090,1043,1,738,543,13,5490,258,41,13,4,11,234,506,4,44,38,206,181,0,8,147,2,25,0,3,4,49,42,1380,0,1,251,1,4,19,1,1,6,0,2,121,198,5,17,64,4824,12462,8,0,15413,1,44,0,0,34,592,4,5
"EST",0,24,0,0,0,79,73,0,1033,298,293,0,34,0,0,0,15,0,0,0,4100,0,4,11,0,0,0,0,7,1799,366,0,19,28,0,0,0,9,3,0,2,0,1,0,94,262,25087,0,305,2,1,6,9,0,0,139,0,0,4956,0,285,0,0,1233,289,0,0,0,0,0,0,1301,0,0,0,0,0,0,0,3,0,307,0,5,717,2,2,21,3475,564,0,20,64,1626,0,366,2,0,55,0,0,11,0,15,0,1,0,731,5,2918,0,0,236,0,0,16,0,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,332,191,0,70,0,0,1,1,0,0,393,0,1,266,0,0,0,0,0,5,86130,0,0,0,0,0,0,0,0,0,95,0,0,0,96,11,4508,0,0,0,0,0,0,163,495,0,0,0,0,282,0,8,10943,0,5338,640,0,10,0,0,0,0,0,99,0,0
"ETH",0,0,0,0,342,6,0,3,235,73,0,2,241,0,0,0,2,39,0,0,2,0,0,0,0,0,0,0,9,1317,250,0,1,0,0,0,10,0,0,0,0,0,0,0,3,3,1555,1705,118,0,50,0,94,4430,0,15,0,0,51,0,336,0,0,605,0,1,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,7,0,0,9,0,8,2,4677,999,0,7,0,0,5677,0,0,0,0,145,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,28,0,0,0,2,556,216,0,20,2,0,0,0,0,0,5,0,0,1,0,0,0,83,0,0,32,5,5583,108576,0,0,0,0,0,54449,0,0,0,0,1,0,1052,2,0,5,4,0,0,0,0,0,0,0,0,3,40,4098,0,0,4268,0,0,2,0,0,0,0,1579,232,0,0
"FIN",0,0,0,0,2,30,0,0,1160,148,0,0,440,0,0,12,22,0,0,0,273,0,9,44,0,0,0,1,0,1796,460,0,30,46,1,1,1,1,19,0,0,3,2,0,35,55,2235,0,468,7,25,9,43,0,0,638,152,33,0,0,571,0,0,1500,1,5,0,0,1,0,0,174,0,1,0,0,1,0,1,4,0,145,5,65,78,74,21,21,125,373,2,7,86,18,11,34,19,0,6,1,0,17,0,83,0,18,0,10,98,79,0,39,1,0,0,25,0,0,2,0,0,1,0,0,0,1,1,18,0,19,0,1,8,0,337,632,2,5,0,18,2,12,31,0,144,0,0,57,1,4,0,0,0,25,1239,0,4,0,1,4,0,1,0,6,7,0,0,0,16,1,27766,0,0,6,0,0,24,2,1,0,0,1,20,282,10,2,36,3,2628,9,0,11,0,168,0,0,1,118,4,1
"FJI",0,6,0,0,77,0,0,0,15145,7,0,0,8,0,0,174,1,4,0,0,0,0,1,1,0,2,3,1,0,7921,20,0,4,113,0,0,0,0,0,0,0,0,0,0,5,2,23,0,14,0,0,0,0,0,0,14,0,0,5,0,31,0,0,1807,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,3,0,449,21,1,0,0,6,21,0,3,22,0,0,0,1,46,17,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,22,0,1,8,0,0,0,14,12,44,8062,23,665,0,0,3,12,0,0,0,4,0,0,3,1,0,0,0,0,41,1,0,23,57,0,0,0,2,0,0,0,1,0,22,0,0,0,0,0,0,0,0,7,207,0,0,5,1,1,0,0,10226,0,0,0,0,1,39,97,0,68,0,0
"FRA",36,1412,4937,294,1255,2876,437,9,6313,4295,85,684,55922,1263,401,445,892,99,61,686,158,1,352,12357,5,9,58,181,17427,24491,42941,154,2357,5396,3391,5295,6305,8186,1993,2538,1702,135,268,0,377,2612,78349,424,2569,799,96112,551,3115,201,49,88192,130,3642,1106,10,0,0,1454,40596,115,531,296,4407,123,371,1040,4909,0,171,4060,1,6,648,83,1283,2980,3343,565,4061,2570,8236,1562,160,15692,68983,46,1565,4906,111,396,26,44564,0,2727,181,4338,22139,36,1761,31,3702,1,250,8985,247,45,79303,107,5947,10,2199,6831,3715,129,50,133,7,129,764,3853,4438,69,1050,4050,302,5653,183,330,62,10966,1236,377,758,488,6085,93,922,1013,11,24892,105,26,117797,308,740,2263,137,9905,3507,3179,4197,755,4700,5607,731,0,29,92,201,1169,0,41,35,1476,595,4543,19,53,1830,633,1348,1147,10,43,153,13,31,111923,34488,980,2949,1032,426,34996,67,8,1764,1,11721,47,6,1438,7542,67,45
"FSM",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,0,1,0,0,0,0
